priority,id,title,category,words,review_reasons,review_status
2,drug:levetiracetam,Levetiracetam,drug,346,Source locator review: openrn_pharmacology_book: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:indomethacin,Indomethacin,drug,347,Source locator review: openrn_pharm_round9: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:nifedipine,Nifedipine,drug,348,Source locator review: openrn_pharm_round9: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:albumin-iv,Albumin (IV),drug,349,Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 3 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:valacyclovir,Valacyclovir,drug,351,Source locator review: openrn_pharm_round15: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:adalimumab,Adalimumab,drug,352,Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cefdinir,Cefdinir,drug,353,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:verapamil,Verapamil,drug,354,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cabotegravir-la,Cabotegravir LA + rilpivirine LA (Cabenuva),drug,355,Source locator review: openrn_pharm_round16: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:rifampin,Rifampin,drug,355,Source locator review: openrn_pharm_round15: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:levodopa-carbidopa,Levodopa-carbidopa,drug,357,Source locator review: openrn_pharm_round18: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lisinopril,Lisinopril,drug,360,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:betamethasone,Betamethasone,drug,363,Source locator review: openrn_pharm_round9: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:metoclopramide,Metoclopramide,drug,363,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:bismuth-subsalicylate,Bismuth subsalicylate,drug,364,Source locator review: openrn_pharm_round14: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:celecoxib,Celecoxib,drug,364,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:methylprednisolone,Methylprednisolone,drug,364,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:colchicine,Colchicine,drug,365,Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:voriconazole,Voriconazole,drug,365,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:levonorgestrel-iud,Levonorgestrel IUD,drug,368,Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:n-acetylcysteine,N-Acetylcysteine,drug,370,Source locator review: openrn_pharm_reversal: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:piperacillin-tazobactam,Piperacillin-tazobactam,drug,371,Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:mycophenolate,Mycophenolate mofetil,drug,372,Source locator review: openrn_pharm_round7: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:finasteride,Finasteride,drug,373,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ibuprofen,Ibuprofen,drug,375,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:isotretinoin,Isotretinoin,drug,375,Source locator review: openrn_pharm_round16: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:dapagliflozin,Dapagliflozin,drug,376,Source locator review: openrn_pharm_round13: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sodium-zirconium-cyclosilicate,Sodium zirconium cyclosilicate (Lokelma),drug,376,Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:mannitol,Mannitol,drug,377,Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:azelastine-nasal,"Azelastine nasal (Astelin, Astepro)",drug,378,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ondansetron,Ondansetron,drug,378,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sodium-bicarbonate,Sodium bicarbonate,drug,381,Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 3 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:nitrofurantoin,Nitrofurantoin,drug,382,Source locator review: openrn_pharm_round3a: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sildenafil,Sildenafil,drug,382,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:levofloxacin,Levofloxacin,drug,384,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:acetaminophen,Acetaminophen,drug,386,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:propranolol,Propranolol,drug,389,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tirzepatide,Tirzepatide,drug,391,Source locator review: openrn_pharm_round13: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tdf-ftc-prep,Tenofovir disoproxil fumarate / emtricitabine (Truvada),drug,392,Source locator review: openrn_pharm_round10: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:benralizumab,Benralizumab (Fasenra),drug,394,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lamotrigine,Lamotrigine,drug,394,Source locator review: openrn_mh_round5: search URL (needs a specific supporting source); openrn_pharm_round5: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:patiromer,Patiromer (Veltassa),drug,394,Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lidocaine,Lidocaine,drug,395,Source locator review: openrn_pharm_round11: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:denosumab,Denosumab,drug,396,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:esketamine,Esketamine (intranasal),drug,397,Source locator review: openrn_pharm_round14: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tranexamic-acid,Tranexamic Acid (TXA),drug,397,Source locator review: openrn_pharm_round3b: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:doxycycline,Doxycycline,drug,400,Source locator review: openrn_pharm_round3a: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:polyethylene-glycol-3350,Polyethylene glycol 3350 (PEG-3350),drug,402,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:anifrolumab,Anifrolumab (Saphnelo),drug,403,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:pantoprazole,Pantoprazole,drug,403,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:benzoyl-peroxide,"Benzoyl peroxide topical (BP, BPO)",drug,408,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:calcium-gluconate,Calcium gluconate,drug,410,Source locator review: openrn_pharmacology_book: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:evolocumab,Evolocumab (Repatha) + PCSK9 inhibitors,drug,414,Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:olopatadine,Olopatadine 0.2% (Pataday) ophthalmic,drug,414,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:dexamethasone,Dexamethasone,drug,415,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:roflumilast,Roflumilast (Daliresp),drug,416,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:risedronate,Risedronate,drug,419,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:leuprolide,Leuprolide,drug,421,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:naloxone,Naloxone,drug,423,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sacubitril-valsartan,Sacubitril / Valsartan,drug,423,Source locator review: openrn_pharm_hv: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:hydrocortisone,Hydrocortisone,drug,424,Source locator review: openrn_pharmacology_book: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tezepelumab,Tezepelumab (Tezspire),drug,427,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:combined-oral-contraceptive,Combined oral contraceptive (estrogen + progestin),drug,428,Source locator review: openrn_pharm_round8: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:varenicline,Varenicline,drug,431,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:amitriptyline,Amitriptyline,drug,433,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cromolyn,"Cromolyn sodium (Intal, Crolom)",drug,433,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:empagliflozin,Empagliflozin,drug,434,Source locator review: openrn_pharm_hv: search URL (needs a specific supporting source) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:levonorgestrel,Levonorgestrel (emergency contraception + IUD),drug,438,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:clotrimazole-topical,Clotrimazole topical (Lotrimin AF),drug,444,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:moxifloxacin-ophthalmic,Moxifloxacin ophthalmic 0.5% (Vigamox),drug,450,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:doxylamine-pyridoxine,"Doxylamine + pyridoxine (Diclegis, Bonjesta)",drug,451,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:bisacodyl,Bisacodyl (Dulcolax),drug,452,Source locator review: specialty_round24: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:estradiol-hrt,Estradiol (menopausal HRT),drug,452,Source locator review: openrn_pharm_round19: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:loratadine,Loratadine (Claritin),drug,452,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:prednisone,Prednisone,drug,455,Source locator review: openrn_pharm_hv: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:crizanlizumab,Crizanlizumab (Adakveo),drug,457,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ciprofloxacin,Ciprofloxacin,drug,458,Source locator review: openrn_pharmacology_book_2: search URL (needs a specific supporting source) | 3 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:erythromycin-ophthalmic,Erythromycin ophthalmic ointment 0.5%,drug,459,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:dornase-alfa,Dornase alfa (Pulmozyme),drug,460,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:nystatin,Nystatin (Mycostatin),drug,460,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:fluticasone-nasal,Fluticasone nasal (Flonase),drug,465,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:senna,Senna / sennosides (Senokot),drug,475,Source locator review: specialty_round24: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:imiquimod,Imiquimod,drug,476,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:hpv-vaccine,HPV vaccine (Gardasil 9),drug,479,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:secukinumab,Secukinumab (Cosentyx),drug,482,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sodium-polystyrene-sulfonate,Sodium polystyrene sulfonate (Kayexalate),drug,489,Source locator review: ismp_round34: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ustekinumab,Ustekinumab (Stelara),drug,491,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:anakinra,Anakinra (Kineret),drug,494,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lidocaine-patch,Lidocaine 5% patch (Lidoderm),drug,501,Source locator review: specialty_round24: site root (needs claim-level source review) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:metronidazole-bv,Metronidazole (BV + trichomoniasis),drug,503,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:budesonide-nebulized,Budesonide nebulized (Pulmicort Respules),drug,504,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:canakinumab,Canakinumab (Ilaris),drug,506,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:influenza-vaccine,Influenza vaccine (annual),drug,507,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lanreotide,Lanreotide (Somatuline Depot),drug,510,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:folic-acid,"Folic acid (vitamin B9, folate)",drug,511,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:terbinafine,Terbinafine (Lamisil),drug,512,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ferric-carboxymaltose,Ferric carboxymaltose (Injectafer),drug,513,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tretinoin-topical,"Tretinoin topical (Retin-A, Renova, Atralin)",drug,518,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:metyrapone,Metyrapone (Metopirone),drug,524,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:dupilumab,Dupilumab (Dupixent),drug,526,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:nintedanib,Nintedanib (Ofev),drug,529,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:calcitonin,Calcitonin (Miacalcin / Fortical),drug,533,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:diclofenac-topical,Diclofenac topical 1% gel (Voltaren gel),drug,534,Source locator review: specialty_round24: site root (needs claim-level source review) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:capsaicin-topical,"Capsaicin topical (Zostrix, Qutenza)",drug,537,Source locator review: specialty_round24: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:caffeine-citrate,Caffeine citrate (Cafcit),drug,538,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:minocycline,"Minocycline (Minocin, Solodyn)",drug,539,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:glycopyrrolate,Glycopyrrolate (Robinul),drug,541,Source locator review: specialty_round24: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:racemic-epinephrine,Racemic epinephrine (nebulized),drug,549,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sodium-polystyrene,"Sodium polystyrene sulfonate (Kayexalate, SPS)",drug,549,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:methylnaltrexone,Methylnaltrexone (Relistor),drug,550,Source locator review: specialty_round24: site root (needs claim-level source review) | 5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:apremilast,Apremilast (Otezla),drug,551,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:voclosporin,Voclosporin (Lupkynis),drug,554,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:fenoldopam,Fenoldopam (Corlopam),drug,567,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:maraviroc,Maraviroc (Selzentry),drug,567,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:beclomethasone,"Beclomethasone inhaled (Qvar, Vanceril)",drug,569,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:rh-immune-globulin,"Rh(D) immune globulin (RhoGAM, MicRhoGAM)",drug,569,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:teriparatide,Teriparatide (Forteo),drug,569,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:belimumab,Belimumab (Benlysta),drug,575,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cyanocobalamin,Cyanocobalamin (vitamin B12),drug,580,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:mmr-vaccine,"MMR vaccine (measles, mumps, rubella)",drug,583,Source locator review: openrn_pharm_round20: search URL (needs a specific supporting source) | 4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:bromocriptine,Bromocriptine (Parlodel + Cycloset),drug,585,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:abatacept,Abatacept (Orencia),drug,590,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:permethrin-topical,Permethrin 5% topical cream (Elimite),drug,593,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cholecalciferol,Cholecalciferol (vitamin D3),drug,600,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:pancrelipase,"Pancrelipase (Creon, Zenpep, Pancreaze)",drug,601,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:atezolizumab,Atezolizumab (Tecentriq) + anti-PD-L1,drug,605,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ferrous-sulfate,Ferrous sulfate (oral iron),drug,606,4 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:sumatriptan,Sumatriptan (Imitrex),drug,617,6 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:dimethyl-fumarate,Dimethyl fumarate (Tecfidera),drug,621,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cangrelor,Cangrelor (Kengreal),drug,624,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:elexacaftor-tezacaftor-ivacaftor,Elexacaftor / tezacaftor / ivacaftor (Trikafta / Kaftrio),drug,624,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:potassium-iodide,Potassium iodide (SSKI / Lugol's solution) + Lugol's iodine,drug,625,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:aspirin-low-dose,"Aspirin low-dose (81 mg, baby aspirin)",drug,634,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:erenumab,Erenumab (Aimovig) + CGRP migraine prophylaxis MABs,drug,645,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:iron-sucrose,Iron sucrose (Venofer),drug,646,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:amantadine,Amantadine (Symmetrel + Gocovri),drug,655,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ivacaftor,Ivacaftor (Kalydeco) + CFTR modulators,drug,663,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:nesiritide,Nesiritide (Natrecor),drug,668,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:bictegravir-tenofovir-emtricitabine,Bictegravir / tenofovir / emtricitabine (Biktarvy),drug,670,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:atovaquone,Atovaquone (Mepron + Malarone),drug,671,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:entacapone,Entacapone (Comtan) + opicapone + tolcapone,drug,671,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:naproxen,"Naproxen (Aleve, Naprosyn)",drug,685,Source locator review: specialty_round24: site root (needs claim-level source review) | 6 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:lenacapavir,Lenacapavir (Sunlenca),drug,703,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ivermectin,Ivermectin (Stromectol),drug,704,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:rasagiline,Rasagiline (Azilect) + selegiline + safinamide,drug,714,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:darunavir-cobicistat,Darunavir / cobicistat (Prezcobix) ± tenofovir / emtricitabine (Symtuza),drug,743,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:tucatinib,Tucatinib (Tukysa),drug,754,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:ocrelizumab,Ocrelizumab (Ocrevus),drug,760,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:palbociclib,Palbociclib (Ibrance) + CDK4/6 inhibitors,drug,761,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:enzalutamide,Enzalutamide (Xtandi) + apalutamide + darolutamide,drug,794,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:abiraterone,Abiraterone (Zytiga) + enzalutamide adjacency,drug,808,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,drug:cetuximab,Cetuximab (Erbitux),drug,881,5 blocks without attached citation IDs | Not assigned to a selected topic collection,Not adjudicated
2,lab:anti-tpo-antibodies,Anti-TPO Antibodies,lab,157,Source locator review: openrn_labs_round4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:sputum-culture,Sputum Culture,lab,157,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:digoxin-level,Digoxin Level,lab,162,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:esr,ESR (Erythrocyte Sedimentation Rate),lab,163,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:beta-hcg,Beta-hCG,lab,174,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:chloride,Chloride (Cl⁻),lab,176,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:free-t4,Free T4 (Free Thyroxine),lab,178,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:c-diff-toxin,C. difficile Testing,lab,179,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:crp,C-Reactive Protein,lab,179,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:carbamazepine-level,Carbamazepine Level,lab,184,Source locator review: openrn_labs_round5: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:lipid-panel,Lipid Panel,lab,184,Source locator review: openrn_labs2: search URL (needs a specific supporting source); openrn_medsurg2: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:cea,Carcinoembryonic Antigen (CEA),lab,188,Source locator review: openrn_labs_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:pthrp,Parathyroid Hormone-Related Peptide (PTHrP),lab,193,Source locator review: openrn_labs_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:ldh,Lactate Dehydrogenase,lab,195,Source locator review: openrn_labs_appendix: search URL (needs a specific supporting source); openrn_medsurg_labs: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,lab:nt-probnp,NT-proBNP,lab,197,Source locator review: openrn_labs_round3: search URL (needs a specific supporting source); openrn_mslabs_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
